web-scraper-order,web-scraper-start-url,Name,Duration,Date,Review,Rating,Likes,pages ,pages -href
1686669399-138,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Michael...,15-Sep-17,,"For High Cholesterol 							""I had a TIA, put on statin age 72, after about 7 months on Atorvastatin 40 mg daily very unpleasant pains etc upper right arm etc. I stopped taking drug, then a different doctor at the practice who was very persuasive and I agreed to go back on statin, however my own experience and dare I say common sense, prevailed and I have NOT gone back on the statin !  5 weeks  after having stopped the statin the upper arm pain is substantially diminished -- not gone completely yet.  Now with a bit of pain I can get my right hand in my right hand trouser hip pocket ! Impossible because of pain 5 weeks ago.Getting slowly better --I will never take statin again. Maybe the wrong statin but who knows? I am not convinced. Are we all just guinea pigs ?  average weight, ex sportsman""",,26,7,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=7
1686669399-139,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,waj,12-Mar-12,,"For High Cholesterol 							""I have used Zocor, Zetia, Lipitor, Pravachol. Lipitor is most effective, about the same side effects as Zocor but reduces cholesterol more quickly. Other than pains and aches, I feel these statin drugs make you diabetic over the long run. The pains become less acute after your body gets used to them. """,10-Jul,43,7,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=7
1686669399-140,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Anonymous,20-Oct-22,,"Lipitor (atorvastatin) for High Cholesterol 							""Aug 8 (Reuters) - Pharmaceutical giant Pfizer is facing a mounting wave of lawsuits by women who allege that the company knew about possible serious side effects of its blockbuster anti-cholesterol drug Lipitor but never properly warned the public.",,,,
,,,,,,,,,
"In the past five months, a Reuters review of federal court filings shows, lawsuits by U.S. women who say that taking Lipitor gave them type-2 diabetes have shot up from 56 to almost 1,000.",,,,,,,,,
,,,,,,,,,
"Lawsuits began to be filed not long after the Food and Drug Administration in 2012 warned that Lipitor and other statins had been linked to incidents of memory loss and a “small increased risk” of diabetes. According to plaintiffs’ lawyers, women face a higher risk than men of developing diabetes from using Lipitor, and gain fewer benefits""""""",,5,7,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=7,,,,,
1686669399-141,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Belwo...,Taken for less than 1 month,14-Feb-21,"For High Cholesterol 							""My doctor recently put me on Lorstat 10 (10mg) because my triglyceride levels were high, but overall ratings were good. I thought I was doing fine on them, but have been drinking a lot more water & going to the toilet for wee's a lot more, waking in the middle of the night & not being able to get back to sleep quickly, had also been suffering a runny nose for no reason & sometimes sore throat & then the last couple of weeks it feels like I have something stuck in my throat (the feeling of having a tablet or something stuck). After doing some research, I have since found out that these can all be side effects of atorvastatins...I took my last tablet 3 days ago. My runny nose etc has gotten a lot better, I still have the sensation of something being stuck in my throat...Has anyone else had this & how long did it take to go away? I'm going to make an appointment with my son's dietitian to help lower my cholesterol...""",10-Mar,13,7,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=7
1686669399-142,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Alpha,1-Nov-19,,"For High Cholesterol 							""I have been prescribed Atrovastatin for several years, and I have not had any problems with Apotex's product. The problem I have is my Pharmacy has closed. I wish to continue using Apotex's product, but none of the local Pharmacies ie Walgreens, CVS, Osco carry this product. I am retired US Army and Express Scripts does not carry this brand either. I refuse to accept any Atrovastatin manufactured in other countries. You are the only alternative.""",,18,7,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=7
1686669399-143,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Mookie...,3-May-17,,"For High Cholesterol, Familial Heterozygous 							""This drug does lower cholesterol levels. My high levels are genetic and I have stents from a heart attack at age 64. I'm 68 now and changing my diet has helped me feel better and lose weight, but I just can't take Lipitor for my higher than normal levels. The problem is the side affects. I suffer with allergies which cause me to cough and sneeze. I also have previously suffered with colitis which still acts up. I've been told that the drug is not related, but I've tried it for periods of about 3 to 5 months to get cholesterol levels in check. It works, but every time I take it I feel listless and depressed. Worst of all when I sneeze or cough from allergies I suffer anal leakage. When I stop it, I'm okay. It's just not worth it.""",10-Feb,26,7,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=7
1686669399-144,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Robinjr,Taken for 6 months to 1 year,12-Mar-20,"For High Cholesterol, Familial Heterozygous 							""Side effects from atorvastatin meant that I stopped taking it : tendinitis in hands and ankles, muscle weakness that was debilitating. It gets better later  in the day but early morning is difficult.  I have high familial cholesterol about 8 (reduced via statins from 10) but the 40mg dose hasn't reduced it further and the side effects are dire for me: doc says other treatments are available but it will take 3 months to clear.""",10-Feb,16,7,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=7
1686669399-145,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Jeff,Taken for less than 1 month,11-Dec-20,"Lipitor (atorvastatin) for High Cholesterol 							""I haven't been on this medication very long but so far, the only adverse side effects I have had are insomnia, occasionally racing heart, and nightmares. Yes you heard right, I dunno why but this med gives me higher than usual nightmares. ",,,,
,,,,,,,,,
"I also take lisinopril for high blood pressure, though so maybe it's the combination I dunno but yeah. Nightmares over all it has not been too bad but I'm on a really low dose of 10mg of Lipitor so maybe that's why I haven't had any major side effects""""""",10-Jul,13,7,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=7,,,,,
1686669399-146,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Space...,17-Jan-18,,"For High Cholesterol 							""Made my left cheek contract and twitch and my upper right arm after 2 doses waited 10 days then 2 more doses right hand fell asleep for 5 hours with right fore arm twitching all day so I'll ask for something different. Guess I'm an isolated case.""",10-Mar,23,7,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=7
1686669399-147,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,DRACO...,Taken for less than 1 month,16-Jan-16,"For High Cholesterol 							""I have only been on for a week and a half.  I have not had any side effects.  I take 10mg every day.  For a little background on myself. My Total Cholesterol has been over 400 for a long time.  I was pretty adamant about reducing my TC without statins.  Finally I decided to give them a try.  My last blood test had my Cholesterol in the 300 zone which is an improvement for me.  I am into bodybuilding, and that entails me to Bulk up and then Diet down.  Weirdly enough my >300 Cholesterol reading was in my Bulk up Phase where I am 260lbs and carrying more Bodyfat than normal.  I low carb during my lean phases where I cut out all starch carbs and sugars.  Doctor thinks its a hereditary Cholesterol problem. I never get over 15% bf.""",10-May,28,7,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=7
1686669399-148,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,CCc,Taken for 1 to 6 months,18-Jun-22,"Lipitor (atorvastatin) for High Cholesterol 							""Just take a low dose niacin (500mg) and TMG (500mg) you will se a huge difference. Cholesterol will drop (bad) and good will go up. I had similar negative side effects to lipitor that are reported here. Now I have no side effects and cholesterol has gone down the bad and the good has gone up. And I have high energy levels. P. S I am a diabetic also. The TMG also has a calming effect. I am not a doctor just telling people what worked for me. Forgot to mention my my triglycerides went way down also.""",10-Sep,6,7,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=7
1686669399-149,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,tepi...,Taken for 5 to 10 years,29-Aug-22,"For High Cholesterol 							""Omg! All the negative comments does not represent the vast majority who take atorvastatin. I have had good results with lowering cholesterol  and my heart in good shape  as well.  This medicine may be a necessary evil for some,  however this medicine has been a blessing for me, and l have been on it for more than 8 years. I am on 40mg with no noticeable side effects""",,5,7,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=7
1686669399-150,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Done...,Taken for 1 to 6 months,31-Aug-22,"For High Cholesterol 							""I've been on Atorvastatin 80 mg for high cholesterol for 6 months. I'm DONE! Extreme burning leg pain,  back pain, and can barely walk. Feeling drained to the core and having no energy. This poison has me pretty much unable to function. When in the ER, the doctor told me that this medication causes muscular pain and people end up stopping taking it. Add me to that list. I have an appointment with my doctor next week and will inform him the side effects are too devastating to continue taking it. This is no way to live when people have to help you walk across the street as if you're over 100 years old.  Tonight, I am DONE taking it. Then, reading through various complaints there are people ultimately being diagnosed with Parkinson's and doctors are still prescribing it. Atorvastatin is bad like all the other pills these quacks shovel out. There must be a holistic way to lower cholesterol without poisoning the body. Right now my legs are on fire and have to take something for pain.""",10-Jan,5,7,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=7
1686669399-151,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Geno,Taken for 1 to 2 years,19-Jan-21,"For High Cholesterol 							""I was 52 year and a half ago when I had a slight stroke, been on Atorvastin ever since. My cholesterol was near 200 at time of stoke went on 20 mg tablets and it dropped it to 78. I had a little bit of muscle aches at first and was concerned about the side effects. My doc took me down to 10mg about 5 months back and now my colesterol levels now its up around 125 again so he bumped me up a little bit to 15 mg. In the last year have had very little side effects, just some ringing in the ears but that might not be a drug side effect...""",10-Oct,11,7,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=7
